,0,1,2,3,4,5,6,7,8,9,10,11
10,11,20JH200400000276,Jharkhand,2004-05,Hazaribagh,Ankur Cold Storage,"Shri. Ram Kishore Prasad, Shri. Subhash Kumar; Kolghatti, Hazaribagh-825301",0.0,41.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04175.00MT
11,12,20JH200400000278,Jharkhand,2004-05,Hazaribagh,Bero Cold Storage,"Shri. Subhas Kumar, Smt. Urmila Devi; Kolghatti, Hazaribagh; Boddom Bazar, Hazaribagh",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08833.00MT
12,13,20JH200400000275,Jharkhand,2004-05,Purbi Singhbhum,Brahmanand Himghar,"Shri. Rajendra Kumar Agarwal, Shri. Bimal Kumar Agarwal, Shri. Sushil Kumar Khowala, Shri. Dinesh Kumar Agarwal; Vill- Tamolia, P.O-Kapali, Chandil, Jamshedpur-831012;(033-2483599,2481768)",0.0,33.33,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04039.00MT
13,14,20JH200400000279,Jharkhand,2004-05,Ranchi,Jitendra Cold Storage,"Shri. Jitendra Kumar Gupta; Vill- Tikra Toli, P.O-Nagri, Ratu, Ranchi;(3098850)",0.0,22.75,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02970.00MT
14,15,20JH200400000280,Jharkhand,2004-05,Ranchi,Modern Cold Storage,"Shri. Gurbir Singh& Sons; M/S Modern Cold Storage and Industries, 3A, P.P.Compound, Ranchi;(0651-311192,9835152300)",0.0,6.93,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03894.00MT
15,16,20JH200400000277,Jharkhand,2004-05,Ranchi,Ramraj Cold Storage,"Shri. Ram Babu Sah, Smt. Raj Kumari Devi, Smt. Renu Bala; South Office Para, Doranda, Ranchi, Jharkhand-834002; (94312-48100,95651-2816680)",0.0,36.86,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04484.00MT
16,17,20JH200500000281,Jharkhand,2005-06,Kodarma,Krishna Surya Cold Storage,"Shri. Krishna; Vill-Lalman Digthu, Koderma;(06534-222462)",0.0,3.19,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE0900.00MT
17,18,20JH200500000282,Jharkhand,2005-06,Deoghar,M/s B. Deoghar Cold Storage,"Shri. Jayprakash Chaudhary; At-Jhausgarhi, B.Deoghar",0.0,40.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05115.00MT
18,19,20JH200500000283,Jharkhand,2005-06,Ranchi,Vardhan Cold Storage,"Shri. Krishna Kumar Garodia, Shri. Harshavardhan Garodia; Harsha Kutir,Nagrmal Modi Seva Sadan Path, Barala Street, Upper Bazar, Ranchi-834001",0.0,19.6,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02254.32MT
19,20,20JH200600000289,Jharkhand,2006-07,Hazaribagh,Bajrang Cold Storage,"Shri Ramtahal Mahto, Shri Mahadeo Prasad Mahto, Shri Ajay Kumar, Shri Prayag Prasad; Vill-Sidoor, P.S-Sadar; Vill-Tilir, Padma, P.S-Barhi, Hazaribagh, Jharkhand; Karma, Padma, P.S-Barhi; Tilir, Padma, Barhi",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05041.00MT
20,21,20JH200600000290,Jharkhand,2006-07,Saraikella,Chandil Cold Storage,"Md. Shakil Ahmed; Holding No.-69, Cross Road No.2, Kabir Nagar, Kopali, P.S-Chandil, Saraikela, Kharsawan;(9334805193,9430716644,92134789410,2360198)",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05546.00MT
21,22,20JH200600000284,Jharkhand,2006-07,Kodarma,Krishna Surya Cold Storage,"Shri. Krishna; Vill-Lalman Digthu, Koderma;(06534-222462)",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05863.50MT
22,23,20JH200600000287,Jharkhand,2006-07,Hazaribagh,M/s Ativeer Cold Storage,"Shri Ramesh Kumar Jain, Smt Riddhi Jain; Vill-Hutpa, P.O-Jhumra, Hazaribagh, Jharkhand;(9234273669)",0.0,25.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05251.13MT
23,24,20JH200600000285,Jharkhand,2006-07,Hazaribagh,M/s Bhandari Cold Storage,"Shri. Sharda Narayan Sinha, Smt. Savita Bhandari, Shri. Rajesh Bhandari; At-Babhanbai, Demoutand, Hazaribagh-825301",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05046.64MT
24,25,20JH200600000286,Jharkhand,2006-07,Palamu,M/s Palamau Cold Storage,"Shri Brijmohan Mahto, Shri Ashok Kumar Mahto, Shri Jwala Prasad, Shri Upendra Kumar, Sangita Verma; At-Chianki, P.O-Daltonganj, Palamu, Jharkhand-822133",0.0,29.84,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03392.40MT
25,26,20JH200600000288,Jharkhand,2006-07,Ranchi,Subidhi Cold Storage,"Shri Ramesh Kumar Jain, Shri Praveen Kumar Jain; Ranchi Road, Marar, P.S-Kuju, Ranchi, Jharkhand;(9431146483)",0.0,24.71,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04940.83MT
26,27,20JH200700000291,Jharkhand,2007-08,Ramgarh,M/s Maa Chhinnamastika Cold Storage,"Shri Subhash Kumar, Smt Rani Kumari; Vill-Marangmarcha, P.O-Chitarpur-825101, Ramgarh, Jharkhand;(9431141301)",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06900.00MT
27,28,20JH200700000292,Jharkhand,2007-08,Purbi Singhbhum,M/s Rudrawati Cold Storage,". Shri Vijay Kishore, Shri Abhay Kishore, Shri Ramarcha Kishore, Shri Ajay Kishore, Shri Uday Kishore; 1/4 Astha Sai City, Karisma Block, Mango, Diman Road, Jamshedpur, Jharkhand;(9934950223)",0.0,38.68,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04000.00MT
28,29,20JH200800000293,Jharkhand,2008-09,Ranchi,Alam Cold Storage,"Md. Kamal Akhter; Opp. Jharkhand Blood Bank, Bariyatu, Ranchi",0.0,23.37,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05000.00MT
29,30,20AJH0CS000001,Jharkhand,2014-15,Ranchi,ADIRAJ COLD STORAGE,"KHATONI NO. - 38, VILLAGE- SAPAROM, TALUKA- NAGRI, DISTT.- RANCHI",1303.2,491.16,NHB,Completed,COLD / CA STORAGECOLD STORAGE051100.00MT  COLD / CA STORAGECOLD STORAGE033300.00MT
