,0,1,2,3,4,5,6,7,8,9,10,11
14,15,NCDC-WB-2001-06,West Bengal,2001-02,Murshidabad,Naithbaidora SKUS Ltd. Village Sannashidanga,"Naithbaidora SKUS Ltd. Village Sannashidanga, P.O. Barla District Murshidabad. Pin-742235",36.14,0.75,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE175.00MT
15,16,NCDC-WB-2001-04,West Bengal,2001-02,Murshidabad,Nandan Sambay Himghar Samiti. Ltd. Beldanga(1st Phase),Nandan Sambay Himghar Samiti. Ltd. Beldanga(1st Phase) P.O. Beldanga,235.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE15000.00MT
16,17,NCDC-WB-2001-05,West Bengal,2001-02,Murshidabad,Nandan Sambay Himghar Samiti. Ltd. Beldanga(2nd Phase),Nandan Sambay Himghar Samiti. Ltd.P.O. Beldanga(2nd Phase) Disst.Murshidabad,200.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE15000.00MT
17,18,NCDC-WB-2001-09,West Bengal,2001-02,Nadia,Nazirpur Sambay Krishak Unnayan Samity Ltd. P.O. Birnagar,Nazirpur Sambay Krishak Unnayan Samity Ltd. P.O. Birnagar,40.0,0.75,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE175.00MT
18,19,NCDC-WB-2001-10,West Bengal,2001-02,Barddhaman,Sajjiara Faleya Sambay Krishi Unnayan Samity Ltd; Villaga Sajjiara P.O. Lakshipur,Sajjiara Faleya Sambay Krishi Unnayan Samity Ltd; Villaga Sajjiara P.O. Lakshipur,40.0,0.75,Through NCDC,Under Implementation,COLD / CA STORAGECOLD STORAGE175.00MT
19,20,19WB20010000246,West Bengal,2001-02,Kolkata,Premier Agro Cool Tech (P) Ltd.,Kolkata (West Bengal),0.0,25.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE02500.00MT
20,21,NCDC-WB-2002-25,West Bengal,2002-03,Puruliya,Bandwan South Large size Agriculture Multi Purpose Cooperative Society Ltd. Distt. Purulia,Bandwan South Large size Agriculture Multi Purpose Cooperative Society Ltd. Distt. Purulia,240.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE16000.00MT
21,22,NCDC-WB-2002-24,West Bengal,2002-03,Bankura,"DRMS Large Sized Agricultural Marketing Processing society Ltd.(LAMPS) Raipur, distt.Bankura","DRMS Large Sized Agricultural Marketing Processing society Ltd.(LAMPS) Raipur, distt.Bankura",210.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE16000.00MT
22,23,NCDC-WB-2005-30,West Bengal,2005-06,Dakshin Dinajpur,Gangarampur Agril. Coop. Mktg. Copt. Socy. Ltd. (2nd Phase),Gangarampur Agril. Coop. Mktg. Copt. Socy. Ltd. (2nd Phase),169.0,42.25,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE15000.00MT
23,24,NCDC-WB-2006-31,West Bengal,2006-07,Maldah,Adina Sambay Himghar Samity Ltd.(Ist Phase),Adina Sambay Himghar Samity Ltd.(Ist Phase) Distt. Malda,256.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE15600.00MT
24,25,NCDC-WB-2006-32,West Bengal,2006-07,Dakshin Dinajpur,Kushmandi ACMS Ltd.(1 st Phase),Kushmandi ACMS Ltd.(1st Phase) Agricultural Cooperative Mktg. Society Ltd. P.O. Kushmandi Distt.Dakhin Dinajpur-7331321,233.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE15500.00MT
25,26,19WB20060000248,West Bengal,2006-07,North Twenty Four Parganas,Priyanka Cold Storage,"24 Pargana (North), West Bengal",0.0,4.03,NHB,Completed,COLD / CA STORAGECOLD STORAGE0403.00MT
26,27,NCDC-WB-2007-35,West Bengal,2007-08,Birbhum,"Nalhatti -1 CADP FSCS Ltd.,","Nalhatti -I CADP Farmers Service Cooperative Society Ltd.,",262.0,50.0,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE16000.00MT
27,28,NCDC-WB-2009-38,West Bengal,2009-10,Maldah,Adina Sambay Himghar Samity Ltd.(2nd Phase),Adina Sambay Himghar Samity Ltd.(2nd Phase),198.0,49.5,Through NCDC,Completed,COLD / CA STORAGECOLD STORAGE15600.00MT
28,29,NCDC-WB-2009-39,West Bengal,2009-10,Birbhum,"Uttar Ajoy Sambay Himghar Ltd, Bhir Bhum","Uttar Ajoy Sambay Himghar Ltd,Distt. Bhirbhum",320.0,50.0,Through NCDC,Under Implementation,COLD / CA STORAGECOLD STORAGE15400.00MT
29,30,19AWB0004104,West Bengal,2011-12,Bankura,Maa Sarada Cold Storage Pvt. Ltd.,"Village-Jayrambati, Taluka-Kotulpur, Dist-Bankura (West Bengal)",15.0,6.0,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT030.00NOS
30,31,19AWB0002870,West Bengal,2011-12,Kolkata,M/s. Fresh Produce Logistics Pvt. Ltd.,"Plot no. C-6, & C-7, Food Park (Sudha Ras), Sankrail, Howrah 711302",160.0,16.22,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT020.00NOS
31,32,19AWB0004196,West Bengal,2012-13,Hugli,"Santimoyee Himghar (P) Ltd., Dir-Patiti Paban De","Village-Talchinan Sanihati , Taluka-Polaba-Dadpur, Dist-Hugli (West Bengal)",12.1,4.8,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA0.00NOS
32,33,19AWB0004524,West Bengal,2013-14,Jalpaiguri,"Dhupguri Cold Storage, Director-Kalyan Banerjee","Village-Purba Magurmari,Taluka- Dhupguri, Dist.-Jalpaiguri (West Bengal) Pin Code-735210",18.05,7.2,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT030.00NOS
33,34,19AWB0004535,West Bengal,2014-15,Jalpaiguri,Himalayan Entrepreneurs Pvt. Ltd.,"Village- Patkata,Taluka- Jalpauguri (Kotwali), Distt.- Jalpaiguri (West Bengal)",12.1,4.84,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT020.00NOS
34,35,19AWB0004566,West Bengal,2014-15,Cooch Behar,Kaljani Cold Storage Pvt. Ltd.,"Village-Kholta, Taluka-Coochbehar-II, Dist.- Coochbehar, PIN-736121 (West Bengal)",12.1,4.84,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT020.00NOS
35,36,19AWB0004534,West Bengal,2014-15,Jalpaiguri,Teesta Cold Storage Pvt. Ltd.,"Village- Nayapara (73 More), Taluka- Jalpauguri (Kotwali), Distt.- Jalpaiguri (West Bengal)",180.05,7.2,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT030.00NOS
36,37,19AWB0CS000005,West Bengal,2014-15,Hugli,SREE GOURANGA HIMGHAR PVT. LTD.,"Village-Sehakhala, Taluka-Chanditala-I, Dist-Hoogly (West Bengal)",178.25,57.82,NHB,Completed,COLD / CA STORAGECOLD STORAGE022409.73MT
37,38,19AWB0CS000002,West Bengal,2014-15,Birbhum,RAJSHREE ENTERPRISE,"Mouza & Village: Bagdola, P.O. Deriapur, P.S. Sainthia, Dist. Birbhum, Pin: 731234 (West Bengal)",128.8,24.72,NHB,Completed,COLD / CA STORAGECOLD STORAGE041111.84MT
38,39,19AWB0004288,West Bengal,2014-15,Jalpaiguri,"D.G Cold Storage (P) Ltd., Director-Arup Kr. Bose","Village-Gadang, Taluka-Dhupguri, Dist- Jalpaiguri (West Bengal)",18.0,7.2,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT030.00NOS
39,40,19AWB0CS000008,West Bengal,2014-15,Barddhaman,A.B.M. Multipurpose Cold Storage Pvt. Ltd.,"Village-Amadpur, Taluka-Memari, Dist-Burdwan (West Bengal)",285.0,20.7,NHB,Completed,COLD / CA STORAGECOLD STORAGE081695.88MT
40,41,19AWB0CS000012,West Bengal,2015-16,Hugli,Matri Mandir Multipurpose Cold Chain Ltd.,"Village- Raghunathpur, Post- Seakhala, Taluka- Chanditala-I, Distt.- Hooghly (West Bengal)",574.52,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE055093.80MT
41,42,19AWB0CS000004,West Bengal,2015-16,Hugli,SURYADEEP MULTIPURPOSE COLD STORAGE LLP,"Village-Belumilki, Taluka-Serampur, Dist-Hugli (West Bengal)",246.6,31.47,NHB,Completed,COLD / CA STORAGECOLD STORAGE12983.59MT
42,43,19AWB0004812,West Bengal,2016-17,Hugli,M/s. Pati Durga Potato Cold Storage Pvt. Ltd.,"M/s. Pati Durga Potato Cold Storage Pvt. Ltd. Sh. Bharat Chandra Paul, Director Vill. Palasi, PO. Palasi PS. Gurap, Dist. Hooghly West Bengal, Pin-712303",19.47,6.81,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA14946.00TONNES
43,44,19AWB0004854,West Bengal,2016-17,Hugli,M/s. Purna Cold Storage Private Limited,"Prop: Sh. Swapan Kumar Saha, Vill. & P.O. Dhaniakhali, PS. Dhaniakhali, Dist. Hooghly, West Bengal, Pin-712302",6.23,2.18,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA17700.00TONNES
44,45,19AWB0004810,West Bengal,2016-17,Hugli,M/s. Sree Gouranga Himghar Pvt. Ltd.,"Sh. Rampad Paul, Director Vill. Sheakhala, PO. Sheakhala PS. Chanditala, Dist. Hooghly West Bengal, Pin-712706",24.08,8.38,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA17400.00TONNES
45,46,19AWB0004811,West Bengal,2016-17,Hugli,Matri Mandir Himghar Pvt. Ltd.,"M/s. Matri Mandir Himghar Pt. Ltd. Sh. Lakshman Chandra Paul Vill. Nagarpara, PO. Mahanad PS. Polba, Dist. Hooghly West Bengal, Pin-712149",19.92,6.97,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA21000.00TONNES
46,47,19AWB0004859,West Bengal,2016-17,Hugli,M/s. Matri Mandir Multipurpose Cold Chain Ltd,"Village-Raghunathpur, Taluka-Chanditala-1, Dist-Hugli (West Bengal)",17.78,6.04,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA3.00NOS
47,48,19AWB0004861,West Bengal,2016-17,Hugli,M/s. Santimoyee Himghar Pvt. Ltd. (Prop. Sh. Patit Paban De),"Village-Dedhara, PO. Dedhara, PS. Dhaniakhali, Dist. Hooghly (West Bengal), Pin-712302",20.84,7.29,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA3.00NOS
48,49,19AWB0004860,West Bengal,2016-17,Hugli,M/s. Sree Gouranga Himghar Pvt. Ltd. (Prop. Rampada Paul),"Village-Sheakhala, Taluka-Chanditala-1 Dist-Hugli (West Bengal)",19.35,6.59,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA3.00NOS
49,50,19AWB0004864,West Bengal,2016-17,Hugli,Matri Bhumi Agritech LLP,"Mouza-Bhastara, Vill & Post-Bhastara, PS.-Gurap, Dist.-Hooghly (West Bengal) Pin-712303",37.0,12.86,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA5.00NOS
50,51,19AWB0004865,West Bengal,2016-17,Hugli,Vivekananda Heemghar Pvt. Ltd.,"Mouza-Mandara, Vill & Post-Dhaniakhali, PS.-Dhaniakhali, Dist.-Hooghly (West Bengal) Pin-712302",6.83,2.39,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA5.00NOS
51,52,19AWB0004804,West Bengal,2016-17,Hugli,Sh. Pradeep Kumar Gupta,"Vill. Narayanpur, PO. Tarakeswar PS. Dhaniakhali, Dist. Hooghly West Bengal, Pin-712410",12.48,4.34,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA10199.00TONNES
