,0,1,2,3,4,5,6,7,8,9,10,11
33,34,29KA2006000001468,Karnataka,2006-07,Dharwad,M/s Shreejee Cold Storage,"M/s Shreejee Cold Storage, Plot No 67 A, Tarihal, KIADB Industrial Area, Hubli",0.0,11.52,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02811.00MT
34,35,29KA2006000001462,Karnataka,2006-07,Bellary,M/s Ganapathy Cold Storage Pvt. Ltd.,"M/s Ganapathy Cold Storage., Plot No 47/48, II Stage, Mundargi Industrial Estate, Bangalore Road, Bellary",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05015.00MT
35,36,29KA2006000001461,Karnataka,2006-07,Gulbarga,M/s Lakshmi Priyanka Warehousing Pvt. Ltd.,"M/s Lakshmi Priyanka Warehousing Pvt. Ltd., Plot No 3-6, Rakangera Industrial Estate, Shahapur PO, Gulbarga",0.0,36.5,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06850.00MT
36,37,29KA2006000001466,Karnataka,2006-07,Hassan,M/s Satnam Agro Cold Storage,"M/s Satnam Agro Cold Storage, Plot No 322, Hassan",0.0,22.09,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02208.66MT
37,38,29KA2006000001467,Karnataka,2006-07,Hassan,M/s Balaji Cold Storage,"M/s Balaji Cold Storage, Plot No 275-276, Road No 18, Hassan",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05415.57MT
38,39,29KA2006000001463,Karnataka,2006-07,Bellary,M/s Tungabhadra Spinning Mills Pvt. Ltd.,"M/s Tungabhadra Spinning Mills Pvt. Ltd., Plot No 103, II stage, KIADB Industrial Estate, Bangalore Road, Bellary",0.0,48.7,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05865.00MT
39,40,29KA2006000001456,Karnataka,2006-07,Haveri,Kedarnath Cold Storage Pvt. Ltd,"Kedarnath Cold Storage Pvt. Ltd, Sy No 210/1A/2 &1B/2/2, Sangameshwar Nagar, Near APMC Yard, Byadgi village, Haveri district",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05103.00MT
40,41,29KA2006000001483,Karnataka,2006-07,Bangalore Urban,M/s Sumuka Cold Storage,"M/s Sumuka Cold Storage, S.No 12/4 Kammasandra, Electronic city post, Anekal taluk, Bangalore (U)",0.0,17.16,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01716.00MT
41,42,29KA2007000001472,Karnataka,2007-08,Hassan,M/s Ganapati Cold Storage,"M/s Ganapati Cold Storage., Plot no. 339 & 340, Hassan Growth Center, Industrial Area , HASSAN",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05676.90MT
42,43,29KA20070000139,Karnataka,2007-08,Hassan,Perfect Cold Storage,"Plot No. 31-B, B Kaffy Halli Industrial Area, Hassan (KTK)",0.0,10.07,NHB,Completed,COLD / CA STORAGECOLD STORAGE01007.00MT
43,44,29AKA0002430,Karnataka,2007-08,Shimoga,Benaka Natural Products Pvt.Ltd.,"Amruth Farm Premises, Doddibelu, Kachinakatte (Po), N.R. Pura Road, Shimoga (KTK)",22.5,3.9,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12400.00MT PER ANNUM
44,45,29KA2007000001488,Karnataka,2007-08,Hassan,M/s Satnam Agro Cold Storage (Expansion Unit),"M/s Satnam Agro Cold Storage, Plot No 322, Hassan",0.0,27.91,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03420.45MT
45,46,29KA2007000001479,Karnataka,2007-08,Bellary,M/s Sacchidananda Cold Storage Pvt. Ltd.,"M/s Sacchidananda Cold Storage Pvt. Ltd., Plot no. 118, II Stage, KIADB Industrial Area, Bangalore Road, Bellary",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05201.00MT
46,47,29AKA0002082,Karnataka,2007-08,Bangalore,S. K. Gutgutia (Florance Flora),"Shop No. 14, Garden View Building, Near Dena Bank, Madgaon. Phone: 080-22233208",20.5,3.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12000.00MT PER ANNUM
47,48,29KA2007000001460,Karnataka,2007-08,Dakshina Kannada,M/s GNH Kini Cold Storage,"M/s GNH Kini Cold Storage, Sy No 32/2A(P), Bangra Kuloor, Mangalore",0.0,18.74,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01874.00MT
48,49,29KA2007000001477,Karnataka,2007-08,Haveri,M/s Anjanadhri Cold Storage Pvt. Ltd.,"M/s Anjanadhri Cold Storage Pvt. Ltd, Sy. No - 249/B, Mallur Road, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05348.00MT
49,50,29KA2007000001478,Karnataka,2007-08,Haveri,M/s Garudadhri Cold Storage Pvt. Ltd.,"M/s Garudadhri Cold Storage Pvt. Ltd, Sy. No - 249/B, Mallur Road, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06048.00MT
50,51,29KA2007000001481,Karnataka,2007-08,Bellary,Ms. Sri Devi Cold Storage,"M/s Sri Devi Cold Storage, Plot no. 108, 2nd & 3rd Stage, KIADB Industrial Area, Bangalore Road, Bellary",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05820.00MT
51,52,29KA2007000001480,Karnataka,2007-08,Haveri,"M/s Trilokya Cold Storage Pt. Ltd,","M/s Trilokya Cold Storage Pvt. Ltd, Sy. No - 278/3K, Near APMC, Mallur Road, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08873.00MT
52,53,29KA2007000001475,Karnataka,2007-08,Haveri,M/s Vignewara cold Storage,"M/s Vignewara cold Storage, Sy No. 207 & 207A, Behind APMC yard, Byadgi Village, Havri Dist",0.0,45.45,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05775.00MT
53,54,29KA2008000001482,Karnataka,2007-08,Haveri,Ms. Sree Surya Cold Storgae,"M/s Sree Surya Cold Storage Pt. Ltd, Sy. No - 217D, Behind APMC Market, Bydagi - 581106, Haveri",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06160.00MT
54,55,29KA2008000001489,Karnataka,2007-08,Kolar,Nandi Cold Storage (Expansion unit),"M/s Nandi Cold Storage Pvt Ltd, Plot No.1A & IB, KAIADB Industrial Area, NH 7, Chikaballapur, Kolar District",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE011470.17MT
55,56,29KA2008000001476,Karnataka,2007-08,Haveri,Veerabhadreswara Cold storage,"Veerabhadreswara Cold storage Pvt. Ltd., Sy No 217/2 Mallur Road, Near APMC yard, Byadigi,",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06333.00MT
56,57,29AKA0021710,Karnataka,2009-10,Udupi,Mrs. Dakshayini U Rao,"Ulloor-74, Kundapur TQ, Udupi Dist, (Karnataka)",66.0,8.01,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12628.00MT PER ANNUM
57,58,29AKA0024428,Karnataka,2013-14,Mandya,P. Rajamani,"Village-Abbigere, Taluka-Nagamangala, Dist-Mandya (Karnataka)",19.9,5.44,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12400.00MT PER ANNUM
58,59,29AKA0CS000005,Karnataka,2014-15,Bijapur,Runwal Agritech,"Village Bijapur, Taluk Bijapur, District Bijapur (Karnataka)",576.04,99.44,NHB,Under Implementation,COLD / CA STORAGECOLD STORAGE53551.47MT
59,60,29AKA0025668,Karnataka,2014-15,Bangalore Rural,Bollepalli Srikanth,"Village- Kavalahalli, Taluka- Doddaballapur, Distt.- Bangalore Rural (Karnataka)",13.42,5.1,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
60,61,29AKA0025656,Karnataka,2014-15,Bangalore Rural,M.D Rafiulla Alias S.Rafiulla,"Village Hosanagenahalli, Taluk Doddaballapur, District Bangalore Rural (Karnataka)",10.89,3.9,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
61,62,29AKA0025662,Karnataka,2014-15,Chikballapur,Savitha Prabu,"Village Kondapura, Taluk Gouribidanur, District Chikkaballapur (Karnataka)",6.09,2.11,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT15.00TONNES
62,63,29AKA0025665,Karnataka,2015-16,Tumkur,SMT. Padmashree,"Village-Talakere, Taluka-Turuvekere, Dist-Tumkur (Karnataka)",12.83,4.47,NHB,Completed,POST HARVEST INFRASTRUCTURETRANSPORT210.00TONNES
63,64,29AKA0024427,Karnataka,2016-17,Bangalore,R. Panchakshari,"Village Kempanahalli, Post Attur, Hobli Yelahanka, Dist. Bangalore, (Karnataka),",179.1,64.71,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN POST HARVEST INFRASTRUCTUREREFER VANNA0.00NOT GIVEN POST HARVEST INFRASTRUCTURETRANSPORTNA0.00NOT GIVEN
64,65,29AKA0026461,Karnataka,2016-17,Tumkur,M. P. Rukmanamma,"Sy No 5/2. 5/3, Vill Narasipura, Hobli Kora, Tk & Distt Tumkur",49.16,11.55,NHB,Completed,POST HARVEST INFRASTRUCTURECOLD ROOMNA0.02ACRE
65,66,29AKA0025586,Karnataka,2016-17,Bangalore,N. Chandrashekar,"Village: Ballur, Taluk: Anekal, District: Bangalore Urban.",36.0,4.8,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA1400.00TONNES
66,67,29AKA0CS000013,Karnataka,2016-17,Bellary,Arunodya Cold Storage & Warehousing LLP,"Village Honnahalli, Taluka & Dist. Bellary, (Karnataka)",649.78,171.91,NHB,Completed,COLD / CA STORAGECOLD STORAGE26822.00MT
67,68,29AKA0CS000014,Karnataka,2016-17,Haveri,Chatrad Cold Storage Pvt. Ltd.,"Survey No. 203/3b/2, Mallur Road, Village Byadgi, 581106, District Havrei, (Karnataka)",587.34,176.07,NHB,Completed,COLD / CA STORAGECOLD STORAGE26987.00MT
68,69,29AKA0CS000010,Karnataka,2017-18,Kolar,IQF Foods Limited.,"S.No. 1,14 & 15, Oppo. Kumar Estate, Taluk Vemgal, Kolar, Chikkaballapur Road, District Kolar (Karnataka)",795.0,244.59,NHB,Completed,COLD / CA STORAGECOLD STORAGE42954.00MT
69,70,29AKA0026499,Karnataka,2017-18,Chikballapur,G. Balaraju & M. A. Venugopal,"Village-Nadipinayakanahalli, Tehsil-Sidlaghatta, District-Chikkaballapur (Karnataka)",240.0,22.76,NHB,Completed,POST HARVEST INFRASTRUCTUREPACK HOUSENA0.00NOT GIVEN
70,71,29AKA0CS000012,Karnataka,2018-19,Haveri,SAHIL COLD STORAGE,"Gummanahalli Road, Byadgi- 581106, Taluka Byadgi, Dist. Haveri (Karnataka),",426.0,137.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE26000.00MT
71,72,29AKA0CS000015,Karnataka,2018-19,Mysore,AVS Agro Industries & Cold Storage,"Plot No. 43P, Kodakola Industrial Are, Jyapura Hobli, Mysore (Karnataka)",75.56,142.46,NHB,Completed,COLD / CA STORAGECOLD STORAGE45356.00MT
