,Unnamed: 0,Sr. No.,Project Code,State,Year of Subsidy Sanctioned,District,Name of Beneficiary,Project Address,Total Project Cost(In Lakhs),Total Amount Sanctioned (In Lakhs),Supported By,Current Status of Project,Component Details
154,154,155,03APB0001445,Punjab,2016-17,Moga,Jasveer Singh Seed Infrastructure (Prop. Jasveer Singh),"Village Nahal Khote, Tehs. & Distt. Moga (PB).",12.0,4.2,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA10.00TONNES
155,155,156,03APB0001456,Punjab,2016-17,Jalandhar,M/s. Daljit Singh Seed Infrastructure (Prop. Sh. Daljit Singh),"Village Partap Pura, P.O. Loharan, Tehsil & Distt. Jalandhar (PB).",34.15,11.94,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA10.00TONNES
156,156,157,03APB0001457,Punjab,2016-17,Kapurthala,M/s. Swaran Singh Seed Infrastructure (Prop. Sh. Swaran Singh),"Village Shahjahanpur, Tehsil Sultanpur Lodhi, Distt. Kapurthala (PB).",21.5,7.53,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA10.00TONNES
157,157,158,03APB0001402,Punjab,2016-17,Jalandhar,Makhan Singh Seed Infradtructure (Prop. Sh. Makhan Singh),"Village Mallian, Tehs. Kartarpur, Distt. Jalandhar (PB).",15.33,3.91,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.08ACRE
158,158,159,03APB0001446,Punjab,2016-17,Moga,Paramjit Singh Seed Infrastructure (Prop. Sh. Paramjit Singh),"Village Dalla, Tehs. & Distt. Moga (PB).",16.0,5.6,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA20.00TONNES
159,159,160,03APB0001393,Punjab,2016-17,Kapurthala,Resham Singh Seed Indfrastructure (Prop. Sh. Resham Singh),"Village Bhanolanga, Tehsil & District Kapurthala (PB).",42.0,8.75,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.21ACRE
160,160,161,03APB0001444,Punjab,2016-17,Moga,Sukhdev Singh Seed Infrastructure (Prop. Sh. Sukhdev Singh),"Village Jhandiana Garbi, Tehs. & Distt. Moga (PB).",48.0,12.95,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.23ACRE
161,161,162,03APB0001417,Punjab,2016-17,Jalandhar,J.S. Seed Infrastructure,"Village-Kadianwali, Pathankot Road,Taluka & Dist-Jalandhar (Punjab)",111.0,17.32,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
162,162,163,03APB0001418,Punjab,2016-17,Jalandhar,Karan Grading Infrastructure,"Village-Musewal, Taluka-Nakodar, Dist-Jalandhar (Punjab)",158.0,22.05,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
163,163,164,03APB0001419,Punjab,2016-17,Jalandhar,Narang Seed Infrastructure,"Village-Amanatpur, Suranussi, Taluka & Dist-Jalandhar(Punjab)",86.5,20.47,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
164,164,165,03APB0001448,Punjab,2016-17,Jalandhar,Swaranjeet Kaur Bhatti Seed Infrastructure (Prop: Swaranjeet Kaur Bhatti),"Village- Alipur, Taluka- Jalandhar, Distt.- Jalandhar (Punjab)",65.0,21.94,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
165,165,166,03APB0001451,Punjab,2016-17,Jalandhar,Sukhjit Singh Bhatti Seed Infrastructure (Prop : S.Sukhjit Singh Bhatti),"Village- Chuhr, Taluka- Nakodar, Distt.- Jalandhar (Punjab)",125.5,21.8,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
166,166,167,03APB0001452,Punjab,2016-17,Jalandhar,Sukhjit Singh Bhatti Seed Infrastructure (Prop : S.Sukhjit Singh Bhatti) Project No.2,"Village- Alipur,Taluka- Jalandhar, Distt.- Jalandhar (Punjab)",96.0,28.07,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
167,167,168,03APB0001524,Punjab,2016-17,Jalandhar,M/s. Ranjit Singh Seed Infrastructure (Prop. Sh. Ranjit Singh),"Village Partap Pura, P.O. Loharan, Tehs. & Distt. Jalandhar (PB)",34.15,11.94,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA10.00TONNES
168,168,169,03APB0001532,Punjab,2016-17,Jalandhar,Surinder Kaur,"Village- Chak Chella, Taluka- Shahkot, Distt.- Jalandhar (Punjab)",16.0,5.6,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
169,169,170,03APB0001404,Punjab,2016-17,Mohali,Jaswinder Singh Grewal Seed Farms (Prop. Jaswinder Singh Grewal),"Village Ghataur, Tehsil Kharar, Distt. Mohali (PB)",28.9,4.59,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.03ACRE
170,170,171,03APB0CS000035,Punjab,2016-17,Jalandhar,Sukhjit Cold Storage (Prop: S.Sukhjit Singh Bhatti,"Village- Alipur, P.O. Mithapur, Taluka- Jalandhar , Distt.- Jalandhar (Punjab)",240.4,34.76,NHB,Completed,COLD / CA STORAGECOLD STORAGE58015.00MT
171,171,172,03APB0001473,Punjab,2017-18,Kapurthala,Navdeep Singh Seed Infrastructure (Prop: Navdeep Singh),"Village- Alla Datta (Mothawali), Taluka- Sultanpur Lodhi, Distt.- Kapurthala (Punjab)",127.5,37.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
172,172,173,03APB0001412,Punjab,2017-18,Amritsar,Smt. Rani Mann,"D-144, New Focal Point, Mehta Road, Amritsar (PB).",15.8,4.41,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA16.00TONNES
173,173,174,03APB0001474,Punjab,2017-18,Kapurthala,R.S. Seed Infrastructure,"Village-Khalwara Raod, Taluka-Phagwara, Dist-Kapurthala (Punjab)",135.0,15.65,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
174,174,175,03APB0001533,Punjab,2017-18,Fazilka,Taak Waxing Plant,"Village-Sappanwali, Taluka-Abohar, Dist-Fazilka (Punjab)",102.19,32.24,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
175,175,176,03APB0001490,Punjab,2017-18,Jalandhar,Ranjit Singh Seed Infrastructure (Prop: Ranjit Singh),"Village- Lohar Partap Pura, Taluka- Jalandhar, Distt.- Jalandhar (Punjab)",72.25,18.47,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
176,176,177,03APB0001477,Punjab,2017-18,Fazilka,Anil Kinnow Waxing & Grading Plant,"Village- Rampura Narainpura, Taluka- Abohar, Distt.- Fazilka (Punjab)",119.49,32.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
177,177,178,03APB0CS000038,Punjab,2017-18,Mohali,Aryavarta Cool Chain,"Village- Mubarikpur, Taluka- Derabassi, Distt.- Mohali (Punjab)",1251.97,307.78,NHB,Completed,COLD / CA STORAGECA STORAGE215004.00MT
178,178,179,03APB0CS000062,Punjab,2017-18,Fatehgarh Sahib,Waheguru Cold Store,"Village-Ghutind, Taluka-Amloh, Dist-Fatehgarh Sahib (Punjab)",421.88,134.06,NHB,Completed,COLD / CA STORAGECOLD STORAGE45288.30MT
179,179,180,03APB0CS000046,Punjab,2018-19,Jalandhar,Guru Nanak Cold Storage,"Village-Partappura, P.O-Loharan, Taluka & Dist-Jalandhar (Punjab)",448.0,137.94,NHB,Completed,COLD / CA STORAGECOLD STORAGE35404.00MT
180,180,181,03APB0CS000037,Punjab,2018-19,Amritsar,SAKSHI FRUIT & VEG. COLD STORE (PROP:RAMAN GUPTA),"A-004, New Focal Point, Mehta Road, Amritsar (Punjab)",40.0,12.25,NHB,Completed,COLD / CA STORAGECA STORAGE060.00MT
181,181,182,03APB0CS000047,Punjab,2018-19,Firozpur,Gupta Brothers Cold Storage,"Near Grain Market, Talwandi Road, Taluka-Zira, Dist-Firozpur (Punjab)",439.0,136.19,NHB,Completed,COLD / CA STORAGECOLD STORAGE45326.41MT
182,182,183,03APB0CS000059,Punjab,2018-19,Barnala,Barnala Cold Store,"Bajakhana Road, Village-Barnala, Taluka & Dist-Barnala (Punjab)",439.0,140.98,NHB,Completed,COLD / CA STORAGECOLD STORAGE45656.00MT
183,183,184,03APB0CS000055,Punjab,2018-19,Bathinda,Bandhan Agro,"Village-Ram Nagar, Taluka-Maur Mandi, Dist-Bathinda (Punjab)",468.0,140.98,NHB,Completed,COLD / CA STORAGECOLD STORAGE45824.00MT
184,184,185,03APB0CS000054,Punjab,2018-19,Kapurthala,Shri Guru Ram Dass Cold Store,"Village-Iban, Taluka & Dist-Kapurthala (Punjab)",549.0,140.98,NHB,Completed,COLD / CA STORAGECOLD STORAGE45424.00MT
185,185,186,03APB0CS000040,Punjab,2018-19,Jalandhar,Gupta Cold Storage,Village-Lallian Kalan Taluka-Nakodar Dist-Jalandhar (Punjab),438.0,134.14,NHB,Completed,COLD / CA STORAGECOLD STORAGE35334.00MT
186,186,187,03APB0CS000044,Punjab,2018-19,Kapurthala,B. K Agro Farm,"Village-Dolo Raiya, Taluka & Dist-Kapurthala (Punjab)",549.0,168.59,NHB,Completed,COLD / CA STORAGECOLD STORAGE46828.00MT
187,187,188,03APB0CS000053,Punjab,2018-19,Jalandhar,Hundal Farm & Cold Storage,"Village-Uggi, Taluka-Nakodar, Dist-Jalandhar (Punjab)",469.0,136.77,NHB,Completed,COLD / CA STORAGECOLD STORAGE35361.00MT
188,188,189,03APB0001397,Punjab,2018-19,Hoshiarpur,J.S.Seed Infrastructure (Prop :Joginder Singh),"Village- Davida Ahiarana, Taluka- Phagwara Road, Distt.- Hoshiarpur (Punjab)",101.98,17.5,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
189,189,190,03APB0CS000061,Punjab,2018-19,Bathinda,New Kissan Cold Store,Village-Kauloke Tehsil-Bathinda Dist-Bathinda (Punjab),530.0,165.31,NHB,Completed,COLD / CA STORAGECOLD STORAGE46215.00MT
190,190,191,03APB0CS000052,Punjab,2018-19,Kapurthala,Jagjit Cold Storage,"Village-Tashpur, P.O. & Tehsil-Sultanpur Lodhi, Distt.-Kapurthala (PB)",439.0,138.77,NHB,Completed,COLD / CA STORAGECOLD STORAGE35410.00MT
191,191,192,03APB0001472,Punjab,2018-19,Kapurthala,Jaideep Singh Seed Infrastructure (Prop: Jaideep Singh),"Village- Madho Jhanda, Taluka- Kapurthala, Distt.- Karpurthala (Punjab)",112.5,17.5,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
192,192,193,03APB0CS000051,Punjab,2018-19,Moga,Captain Cold Storage,"Village-Nawan Moga (Tarewal), Taluka & Dist-Moga (Punjab)",443.0,143.47,NHB,Completed,COLD / CA STORAGECOLD STORAGE15685.00MT
193,193,194,03APB0CS000045,Punjab,2018-19,Kapurthala,Gurdeep Cold Storage,"Village-Bahui, Po-Sheikupur,, Taluka & Dist-Kapurthala (Punjab)",549.0,140.98,NHB,Completed,COLD / CA STORAGECOLD STORAGE45648.00MT
194,194,195,03APB0CS000050,Punjab,2018-19,Jalandhar,Bhullar Brothers Cold Storage,Village-Mala Taluka-Shahkot Dist-Jalandhar (Punjab),443.0,136.78,NHB,Completed,COLD / CA STORAGECOLD STORAGE35250.00MT
195,195,196,03APB0CS000063,Punjab,2018-19,Ludhiana,Jawanda Cold Store,"Village-Pona, Taluka-Jagraon, Dist-Ludhiana (Punjab)",438.05,137.71,NHB,Completed,COLD / CA STORAGECOLD STORAGE45177.00MT
196,196,197,03APB0CS000041,Punjab,2018-19,Jalandhar,Sidhu New Tech Cold Store,"Village-Chawinda, Taluka-Shahakot, Dist-Jalandhar (Punjab)",549.0,140.95,NHB,Completed,COLD / CA STORAGECOLD STORAGE45756.00MT
197,197,198,03APB0CS000056,Punjab,2018-19,Jalandhar,Gobind Cold Storage,"Village-Kohar Khurd, Taluka-Shahkot, Dist-Jalandhar (Punjab)",450.0,139.36,NHB,Completed,COLD / CA STORAGECOLD STORAGE45239.00MT
198,198,199,03APB0CS000049,Punjab,2018-19,Jalandhar,Hundal Cold Storage,"Village-Akalpur, Taluka-Shahkot, Dist-Jalandhar (Punjab)",430.0,129.15,NHB,Completed,COLD / CA STORAGECOLD STORAGE35043.00MT
199,199,200,03APB0001499,Punjab,2019-20,Kapurthala,Ashok Kumar Seed Infrastructure (Prop: Ashok Kumar),"Village- Thingli, Taluka- Kapurthala, Distt.- Kapurthala (Punjab)",114.0,17.5,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA0.00NOT GIVEN
200,200,201,03APB0CS000065,Punjab,2020-21,Jalandhar,Shahpur Cold Storage,"Village-Shahpur, Tehsil-Nakodar, District-Jalandhar (Punjab)",535.0,150.85,NHB,Completed,COLD / CA STORAGECOLD STORAGE46300.00MT
201,201,202,03APB0CS000066,Punjab,2021-22,Kapurthala,Satnam Cold Storage,"Village-Madho Jhanda, Taluka & Dist-Kapurthala (Punjab)",901.85,235.33,NHB,Completed,COLD / CA STORAGECOLD STORAGE812016.00MT
202,202,203,03APB0CS000042,Punjab,2021-22,Kapurthala,United Cold Storage,"Village-Alladitta, Taluka-Sultanpur Lodhi, Dist-Kapurthala (Punjab)",443.0,133.13,NHB,Completed,COLD / CA STORAGECOLD STORAGE45672.00MT
203,203,204,03APB0CS000064,Punjab,2021-22,Ludhiana,Satyam Agro Industries,"Village-Salaudi, Tehsil-Samrala, District-Ludhiana (Punjab)",591.59,169.18,NHB,Completed,COLD / CA STORAGECOLD STORAGE66366.00MT
204,204,205,03APB0CS000043,Punjab,2021-22,Jalandhar,Bhatti Agritech Pvt. Ltd.,"Village-Narangpur, Taluka-Shahkot, Dist-Jalandhar (Punjab)",556.0,155.51,NHB,Completed,COLD / CA STORAGECOLD STORAGE65850.00MT
0,0,1,08RJ20010000165,Rajasthan,2001-02,Jaipur,"Arawali Industries, Sawai Madhopur",Jaipur (Rajasthan),0.0,24.88,NHB,Completed,COLD / CA STORAGECOLD STORAGE02488.00MT
1,1,2,08RJ20010000166,Rajasthan,2001-02,Jaipur,Bhagwati Udyog Cold Storage & Ice Factory,Jaipur (Rajasthan),0.0,13.19,NHB,Completed,COLD / CA STORAGECOLD STORAGE01319.00MT
2,2,3,08RJ20020000169,Rajasthan,2002-03,Jodhpur,Ganpat Singh & Co. Pvt. Ltd.,Jodhpur,0.0,10.56,NHB,Completed,COLD / CA STORAGECOLD STORAGE01056.00MT
3,3,4,08RJ20020000167,Rajasthan,2002-03,Jaipur,Jagan Frozen Foods Pvt. Ltd.,Jaipur (Rajasthan),0.0,24.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE02460.00MT
4,4,5,08RJ20020000168,Rajasthan,2002-03,Jaipur,Jaipur Cold Storage Pvt. Ltd.,Jaipur (Rajasthan),0.0,2.2,NHB,Completed,COLD / CA STORAGECOLD STORAGE0220.00MT
5,5,6,08RJ20020000170,Rajasthan,2002-03,Alwar,Jayanti Cold Storage,Alwar (Rajasthan),0.0,20.69,NHB,Completed,COLD / CA STORAGECOLD STORAGE02069.00MT
6,6,7,08RJ20070000171,Rajasthan,2007-08,Jaipur,Jaipur Cold Storage Pvt. Ltd.,Jaipur,0.0,11.49,NHB,Completed,COLD / CA STORAGECOLD STORAGE01149.00MT
7,7,8,08RJ20080000172,Rajasthan,2008-09,Bharatpur,Golden Cold Storage,"Bharatpur, Rajasthan",0.0,19.79,NHB,Completed,COLD / CA STORAGECOLD STORAGE02508.00MT
8,8,9,08RJ20090000173,Rajasthan,2009-10,Jaipur,Akash Cold Storage Pvt. Ltd,"Jaipur, Rajasthan",0.0,16.44,NHB,Completed,COLD / CA STORAGECOLD STORAGE01644.00MT
9,9,10,08ARJ0005068,Rajasthan,2011-12,Ganganagar,M/s M.G. Pack House (Prop. Smt Shakuntala Gera),"Plot No. F-247, Udhyog Vihar Phase-II, Distt. Sri Ganganagar.",28.93,10.84,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12160.00TONNES
10,10,11,08ARJ0005085,Rajasthan,2011-12,Ganganagar,Sh. Gyan Chand Taleja (M/s H.R. Kinnow G&P Center),"Plot No. F-333, Udhyog Vihar Phase-II, Teh. & Distt. Sri Ganganagar",49.88,19.22,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12700.00TONNES
11,11,12,08ARJ0005094,Rajasthan,2011-12,Ganganagar,Chandra Prime Storages Pvt. Ltd.,"Village-Udyog Vihar Phase-II, Taluka-Sri Ganganagar, Dist-Sri Ganganagar (Rajasthan)",79.73,31.74,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA7200.00TONNES
12,12,13,08ARJ0CS000002,Rajasthan,2011-12,Bharatpur,NPR Cold Storage,"Village -Bilawti, Kumher Deeg road, Teh. Kumher Distt. Bharatpur (Raj.) 321001",332.0,119.72,NHB,Completed,COLD / CA STORAGECOLD STORAGE45167.00MT
13,13,14,08ARJ0CS000055,Rajasthan,2011-12,Bharatpur,Shri Bhikam Sheetgrah,"Village-Kawai, Taluka-Nadbai, Dist-Bharatpur (Rajasthan)",411.74,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45784.00MT
14,14,15,08ARJ0002672,Rajasthan,2012-13,Alwar,Anand Fruit Dham,"At- Plot No.- H1-414, Khushkhera RIICO Indusstrial Area, Dist- Alwar (Rajasthan)",97.2,13.64,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA140.00TONNES
15,15,16,08ARJ0005102,Rajasthan,2012-13,Ganganagar,Kinra Agro,"Village-Udyog Vihar Phase-II, Taluka-Sri Ganganagar, Dist-Sri Ganganagar (Rajasthan)",96.0,34.96,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA720.00TONNES
16,16,17,08ARJ0CS000003,Rajasthan,2012-13,Bharatpur,KAMAL COLD STORAGE,"VILLAGE- NAGLA DHOR, TEHSHIL- ROOPBAS DISTT. BHARATPUR - 321001",476.37,111.54,NHB,Completed,COLD / CA STORAGECOLD STORAGE45784.43MT
17,17,18,08ARJ0CS000001,Rajasthan,2012-13,Dhaulpur,Agrasen Sheetgrah Pvt. Ltd,"Village-Edalpur, Taluka-Dholpur, Dist-Dholpur (Rajasthan)",367.4,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45164.00MT
18,18,19,08ARJ0005190,Rajasthan,2012-13,Dhaulpur,G.R Food Products,"F-100-101, RIICO Growth Centre, Dist-Dholpur (Rajasthan)",122.3,17.6,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA40.00TONNES
19,19,20,08ARJ0CS000059,Rajasthan,2013-14,Dhaulpur,Maa Kaila Devi Cold Storage,"Growth Centre Extension, RIICO Industrial Area, Dist-Dholpur (Rajasthan)",513.7,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37125.00MT
20,20,21,08ARJ0CS000058,Rajasthan,2013-14,Dhaulpur,Pratap Cold Storage Pvt. Ltd.,"B-79A Growth Center, RIICO, Dist-Dholpur (Rajasthan)",290.5,108.48,NHB,Completed,COLD / CA STORAGECOLD STORAGE34758.00MT
21,21,22,08ARJ0CS000053,Rajasthan,2013-14,Bharatpur,Shri Ji Cold Storage,"Village-Takha, Taluka-Kumher, Distt.-Bharatput, State-Rajasthan",448.12,88.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45784.43MT
22,22,23,08ARJ0CS000054,Rajasthan,2013-14,Bikaner,Shri Poonrasar Enterprises Private Limited,"Village & Taluka-Bikaner, Distt.-Bikaner (Rajasthan)",192.49,52.18,NHB,Completed,COLD / CA STORAGECOLD STORAGE22200.00MT
23,23,24,08ARJ0CS000057,Rajasthan,2013-14,Dhaulpur,Sri Gajanand Sheetgrah Private Limited,"Village-Nagla Harlal, Taluka-Sepau, Dist-Dhaulpur (Rajasthan)",493.79,88.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE47343.12MT
24,24,25,08ARJ0005224,Rajasthan,2013-14,Jaipur,M/s Harshal Industries,"H-1039, RIICO, Industrial Area, Sitapura, Jaipur (Rajasthan)-302022",79.16,12.67,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA39.35TONNES
25,25,26,08ARJ0005222,Rajasthan,2013-14,Dhaulpur,Chambal Natural Fruits Private Limited,"Growth Centre Extn, RIICO, Distt-Dholpur, (Rajasthan)",206.84,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA40.00TONNES
26,26,27,08ARJ0005194,Rajasthan,2013-14,Jaipur,HARIYALI AGROTECH PRIVATE LIMITED,"Village-Cheend, Tehsil-Virat Nagar, Distt- Jaipur (Rajasthan)",71.86,21.66,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA3650.00TONNES
27,27,28,08ARJ0CS000061,Rajasthan,2013-14,Jaipur,Adinath Industries and Cold Storage,"Village-Dudu, Taluka-Mojma Bad, Dist-Jaipur (Rajasthan)",204.91,54.04,NHB,Completed,COLD / CA STORAGECOLD STORAGE22500.00MT
28,28,29,08ARJ0005239,Rajasthan,2013-14,Dhaulpur,Jagan Fresh Fruits Private Limited,"Village- Edalpur, Taluka- Mania, Dist.- Dholpur (Rajasthan)",92.01,16.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA10.00TONNES
29,29,30,08ARJ0005266,Rajasthan,2013-14,Ganganagar,Natureland Organic Foods (Prop : Ajeet Godara),"Plot No D- 326, Agro Food Park, RIICO Sri Ganaganagar, Dist.- Shri Ganaganagar (Rajasthan)",40.24,13.67,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT14800.00TONNES
30,30,31,08ARJ0005260,Rajasthan,2013-14,Jodhpur,Jagshanti Food Products,"Village- Boranada , Taluka- Luni, Dist.- Jodhpur (Rajasthan)",80.5,21.2,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA350.00TONNES
31,31,32,08ARJ0005249,Rajasthan,2013-14,Churu,Geeta Devi (Prop :Dabi Cold Chain Industries),"Village- Sadulpur, Taluka- Rajgarh, Dist.- Churu (Rajasthan)",120.0,24.86,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA56.51TONNES
32,32,33,08ARJ0005237,Rajasthan,2013-14,Jaipur,SHIVAMM AGRO INDUSTRIES,"Village-Bainara, Taluka-Bassi, Dist-Jaipur (Rajasthan)",224.32,44.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA100.00TONNES
33,33,34,08ARJ0005272,Rajasthan,2013-14,Alwar,Yoginder Mukim,"Village-Khareta ,Taluka- Mundawar, Dist-Alwar (Rajasthan)",12.39,4.8,NHB,Completed,POST HARVEST INFRASTRUCTUREPRE-COOLING14.00TONNES
34,34,35,08ARJ0005261,Rajasthan,2013-14,Hanumangarh,Satva Grading And Waxing Plant (Prop : Animesh Jakhar),"Village- 2 SNG, Taluka- Sangria, Dist.- Hanumagarh (Rajasthan)",110.0,24.11,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA800.00TONNES
35,35,36,08ARJ0CS000062,Rajasthan,2013-14,Jaipur,JAIPUR COLD STORAGE PVT LTD,"Village-Mahapura, Taluka-Sanganer, Dist- Jaipur (Rajasthan)",106.06,37.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE21600.00MT
36,36,37,08ARJ0CS000060,Rajasthan,2013-14,Jaipur,M D Cold Storage,"Village-Muhana, Taluka-Sanganer, Distt.-Jaipur (Rajasthan)",638.63,83.57,NHB,Completed,COLD / CA STORAGECOLD STORAGE44615.00MT
37,37,38,08ARJ0005286,Rajasthan,2013-14,Dhaulpur,G.R Food Products,"F-100-101, Riico Growth Centre Dholpur (Rajasthan)",10.91,3.32,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER19.98TONNES
38,38,39,08ARJ0005298,Rajasthan,2013-14,Alwar,Poonam Mukim,"Village- Khareta, Taluka- Mundawar, Distt.- Alwar (Rajasthan)",64.25,12.3,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA4.00TONNES
39,39,40,08ARJ0005312,Rajasthan,2013-14,Jaipur,Sunil Gupta,"Village- Jalupura, Taluka- Jaipur, Distt.- Jaipur (Rajasthan)",26.8,9.18,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN14.00TONNES
40,40,41,08ARJ0005311,Rajasthan,2013-14,Alwar,Yoginder Mukim,"Village- Khareta, Taluka- Mundawer, Distt.- Alwar (Rajasthan)",26.87,9.5,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN110.00TONNES
41,41,42,08ARJ0005315,Rajasthan,2014-15,Jaipur,M/S Sushmik Cold Chain Private Limited,"Plot No. H-1/91, RIICO Industrial Area, Mansarovar, Jaipur (Rajasthan)",43.21,3.6,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT136.00TONNES
42,42,43,08ARJ0CS000056,Rajasthan,2014-15,Bhilwara,Sterlite Agro Limited,"Village-Mandpiya, Taluka-Bhilwara, Dist-Bhilwara (Rajasthan)",119.0,20.4,NHB,Completed,COLD / CA STORAGECOLD STORAGE11200.00MT
43,43,44,08ARJ0005336,Rajasthan,2014-15,Jhunjhunun,Banana Ripening Cold Store,"F-17(E), Riico Industrial Area , Chirawa, Distt.- Jhunjhunu ( Rajasthan)",70.17,22.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA50.00TONNES
44,44,45,08ARJ0005289,Rajasthan,2014-15,Ganganagar,Kwality Wax Plant,"Village-Udyog Vihar-RIICO, Taluka-Sri Ganganagar, Dist-Sri Ganganagar (Rajasthan)",50.0,15.5,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1650.00TONNES
45,45,46,08ARJ0005340,Rajasthan,2014-15,Ganganagar,M R G International (Prop : Ashok Kumar),"Village- Udyog Vihar - RIICO , Taluka- Sri Ganganagar, Distt.- Sri Ganganagar (Rajasthan)",74.35,26.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA720.00TONNES
46,46,47,08ARJ0005329,Rajasthan,2014-15,Ganganagar,M.G. Agro Industries,"Village - Udyog Vihar -RIICO, Taluka - Ganganagar, Disst - Ganganagar (Rajasthan)",114.15,22.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA300.00TONNES
47,47,48,08ARJ0005328,Rajasthan,2014-15,Jaipur,Vision Farms Limited,"Village-Sultanpura, Tehsil-Chomu, District-Jaipur (Rajasthan)",19.56,2.95,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT160.00TONNES
48,48,49,08ARJ0005338,Rajasthan,2014-15,Jodhpur,Jogmaya Agro Food,"Plot No. G-874, Udyog Vihar, Phase-IV, Boranada, Jodhpur (Rajasthan)",49.0,16.58,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA53.54TONNES
