,0,1,2,3,4,5,6,7,8,9,10,11
10,11,08ARJ0005085,Rajasthan,2011-12,Ganganagar,Sh. Gyan Chand Taleja (M/s H.R. Kinnow G&P Center),"Plot No. F-333, Udhyog Vihar Phase-II, Teh. & Distt. Sri Ganganagar",49.88,19.22,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT12700.00TONNES
11,12,08ARJ0005094,Rajasthan,2011-12,Ganganagar,Chandra Prime Storages Pvt. Ltd.,"Village-Udyog Vihar Phase-II, Taluka-Sri Ganganagar, Dist-Sri Ganganagar (Rajasthan)",79.73,31.74,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA7200.00TONNES
12,13,08ARJ0CS000002,Rajasthan,2011-12,Bharatpur,NPR Cold Storage,"Village -Bilawti, Kumher Deeg road, Teh. Kumher Distt. Bharatpur (Raj.) 321001",332.0,119.72,NHB,Completed,COLD / CA STORAGECOLD STORAGE45167.00MT
13,14,08ARJ0CS000055,Rajasthan,2011-12,Bharatpur,Shri Bhikam Sheetgrah,"Village-Kawai, Taluka-Nadbai, Dist-Bharatpur (Rajasthan)",411.74,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45784.00MT
14,15,08ARJ0002672,Rajasthan,2012-13,Alwar,Anand Fruit Dham,"At- Plot No.- H1-414, Khushkhera RIICO Indusstrial Area, Dist- Alwar (Rajasthan)",97.2,13.64,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA140.00TONNES
15,16,08ARJ0005102,Rajasthan,2012-13,Ganganagar,Kinra Agro,"Village-Udyog Vihar Phase-II, Taluka-Sri Ganganagar, Dist-Sri Ganganagar (Rajasthan)",96.0,34.96,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA720.00TONNES
16,17,08ARJ0CS000003,Rajasthan,2012-13,Bharatpur,KAMAL COLD STORAGE,"VILLAGE- NAGLA DHOR, TEHSHIL- ROOPBAS DISTT. BHARATPUR - 321001",476.37,111.54,NHB,Completed,COLD / CA STORAGECOLD STORAGE45784.43MT
17,18,08ARJ0CS000001,Rajasthan,2012-13,Dhaulpur,Agrasen Sheetgrah Pvt. Ltd,"Village-Edalpur, Taluka-Dholpur, Dist-Dholpur (Rajasthan)",367.4,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45164.00MT
18,19,08ARJ0005190,Rajasthan,2012-13,Dhaulpur,G.R Food Products,"F-100-101, RIICO Growth Centre, Dist-Dholpur (Rajasthan)",122.3,17.6,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA40.00TONNES
19,20,08ARJ0CS000059,Rajasthan,2013-14,Dhaulpur,Maa Kaila Devi Cold Storage,"Growth Centre Extension, RIICO Industrial Area, Dist-Dholpur (Rajasthan)",513.7,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37125.00MT
20,21,08ARJ0CS000058,Rajasthan,2013-14,Dhaulpur,Pratap Cold Storage Pvt. Ltd.,"B-79A Growth Center, RIICO, Dist-Dholpur (Rajasthan)",290.5,108.48,NHB,Completed,COLD / CA STORAGECOLD STORAGE34758.00MT
21,22,08ARJ0CS000053,Rajasthan,2013-14,Bharatpur,Shri Ji Cold Storage,"Village-Takha, Taluka-Kumher, Distt.-Bharatput, State-Rajasthan",448.12,88.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45784.43MT
22,23,08ARJ0CS000054,Rajasthan,2013-14,Bikaner,Shri Poonrasar Enterprises Private Limited,"Village & Taluka-Bikaner, Distt.-Bikaner (Rajasthan)",192.49,52.18,NHB,Completed,COLD / CA STORAGECOLD STORAGE22200.00MT
23,24,08ARJ0CS000057,Rajasthan,2013-14,Dhaulpur,Sri Gajanand Sheetgrah Private Limited,"Village-Nagla Harlal, Taluka-Sepau, Dist-Dhaulpur (Rajasthan)",493.79,88.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE47343.12MT
24,25,08ARJ0005224,Rajasthan,2013-14,Jaipur,M/s Harshal Industries,"H-1039, RIICO, Industrial Area, Sitapura, Jaipur (Rajasthan)-302022",79.16,12.67,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA39.35TONNES
25,26,08ARJ0005222,Rajasthan,2013-14,Dhaulpur,Chambal Natural Fruits Private Limited,"Growth Centre Extn, RIICO, Distt-Dholpur, (Rajasthan)",206.84,50.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA40.00TONNES
26,27,08ARJ0005194,Rajasthan,2013-14,Jaipur,HARIYALI AGROTECH PRIVATE LIMITED,"Village-Cheend, Tehsil-Virat Nagar, Distt- Jaipur (Rajasthan)",71.86,21.66,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA3650.00TONNES
27,28,08ARJ0CS000061,Rajasthan,2013-14,Jaipur,Adinath Industries and Cold Storage,"Village-Dudu, Taluka-Mojma Bad, Dist-Jaipur (Rajasthan)",204.91,54.04,NHB,Completed,COLD / CA STORAGECOLD STORAGE22500.00MT
28,29,08ARJ0005239,Rajasthan,2013-14,Dhaulpur,Jagan Fresh Fruits Private Limited,"Village- Edalpur, Taluka- Mania, Dist.- Dholpur (Rajasthan)",92.01,16.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA10.00TONNES
29,30,08ARJ0005266,Rajasthan,2013-14,Ganganagar,Natureland Organic Foods (Prop : Ajeet Godara),"Plot No D- 326, Agro Food Park, RIICO Sri Ganaganagar, Dist.- Shri Ganaganagar (Rajasthan)",40.24,13.67,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT14800.00TONNES
30,31,08ARJ0005260,Rajasthan,2013-14,Jodhpur,Jagshanti Food Products,"Village- Boranada , Taluka- Luni, Dist.- Jodhpur (Rajasthan)",80.5,21.2,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA350.00TONNES
31,32,08ARJ0005249,Rajasthan,2013-14,Churu,Geeta Devi (Prop :Dabi Cold Chain Industries),"Village- Sadulpur, Taluka- Rajgarh, Dist.- Churu (Rajasthan)",120.0,24.86,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA56.51TONNES
32,33,08ARJ0005237,Rajasthan,2013-14,Jaipur,SHIVAMM AGRO INDUSTRIES,"Village-Bainara, Taluka-Bassi, Dist-Jaipur (Rajasthan)",224.32,44.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA100.00TONNES
33,34,08ARJ0005272,Rajasthan,2013-14,Alwar,Yoginder Mukim,"Village-Khareta ,Taluka- Mundawar, Dist-Alwar (Rajasthan)",12.39,4.8,NHB,Completed,POST HARVEST INFRASTRUCTUREPRE-COOLING14.00TONNES
34,35,08ARJ0005261,Rajasthan,2013-14,Hanumangarh,Satva Grading And Waxing Plant (Prop : Animesh Jakhar),"Village- 2 SNG, Taluka- Sangria, Dist.- Hanumagarh (Rajasthan)",110.0,24.11,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA800.00TONNES
35,36,08ARJ0CS000062,Rajasthan,2013-14,Jaipur,JAIPUR COLD STORAGE PVT LTD,"Village-Mahapura, Taluka-Sanganer, Dist- Jaipur (Rajasthan)",106.06,37.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE21600.00MT
36,37,08ARJ0CS000060,Rajasthan,2013-14,Jaipur,M D Cold Storage,"Village-Muhana, Taluka-Sanganer, Distt.-Jaipur (Rajasthan)",638.63,83.57,NHB,Completed,COLD / CA STORAGECOLD STORAGE44615.00MT
37,38,08ARJ0005286,Rajasthan,2013-14,Dhaulpur,G.R Food Products,"F-100-101, Riico Growth Centre Dholpur (Rajasthan)",10.91,3.32,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER19.98TONNES
38,39,08ARJ0005298,Rajasthan,2013-14,Alwar,Poonam Mukim,"Village- Khareta, Taluka- Mundawar, Distt.- Alwar (Rajasthan)",64.25,12.3,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA4.00TONNES
39,40,08ARJ0005312,Rajasthan,2013-14,Jaipur,Sunil Gupta,"Village- Jalupura, Taluka- Jaipur, Distt.- Jaipur (Rajasthan)",26.8,9.18,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN14.00TONNES
40,41,08ARJ0005311,Rajasthan,2013-14,Alwar,Yoginder Mukim,"Village- Khareta, Taluka- Mundawer, Distt.- Alwar (Rajasthan)",26.87,9.5,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN110.00TONNES
41,42,08ARJ0005315,Rajasthan,2014-15,Jaipur,M/S Sushmik Cold Chain Private Limited,"Plot No. H-1/91, RIICO Industrial Area, Mansarovar, Jaipur (Rajasthan)",43.21,3.6,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT136.00TONNES
42,43,08ARJ0CS000056,Rajasthan,2014-15,Bhilwara,Sterlite Agro Limited,"Village-Mandpiya, Taluka-Bhilwara, Dist-Bhilwara (Rajasthan)",119.0,20.4,NHB,Completed,COLD / CA STORAGECOLD STORAGE11200.00MT
43,44,08ARJ0005336,Rajasthan,2014-15,Jhunjhunun,Banana Ripening Cold Store,"F-17(E), Riico Industrial Area , Chirawa, Distt.- Jhunjhunu ( Rajasthan)",70.17,22.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA50.00TONNES
44,45,08ARJ0005289,Rajasthan,2014-15,Ganganagar,Kwality Wax Plant,"Village-Udyog Vihar-RIICO, Taluka-Sri Ganganagar, Dist-Sri Ganganagar (Rajasthan)",50.0,15.5,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT1650.00TONNES
45,46,08ARJ0005340,Rajasthan,2014-15,Ganganagar,M R G International (Prop : Ashok Kumar),"Village- Udyog Vihar - RIICO , Taluka- Sri Ganganagar, Distt.- Sri Ganganagar (Rajasthan)",74.35,26.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA720.00TONNES
46,47,08ARJ0005329,Rajasthan,2014-15,Ganganagar,M.G. Agro Industries,"Village - Udyog Vihar -RIICO, Taluka - Ganganagar, Disst - Ganganagar (Rajasthan)",114.15,22.0,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA300.00TONNES
47,48,08ARJ0005328,Rajasthan,2014-15,Jaipur,Vision Farms Limited,"Village-Sultanpura, Tehsil-Chomu, District-Jaipur (Rajasthan)",19.56,2.95,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNIT160.00TONNES
48,49,08ARJ0005338,Rajasthan,2014-15,Jodhpur,Jogmaya Agro Food,"Plot No. G-874, Udyog Vihar, Phase-IV, Boranada, Jodhpur (Rajasthan)",49.0,16.58,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA53.54TONNES
49,50,08ARJ0005321,Rajasthan,2014-15,Rajsamand,"Laxman Kesulal Fruit Merchant, Prop-Laxman Lal Kumawat","G-4, Krishi Upaj Mandi, Dist-Rajsamand (Rajasthan)",133.53,24.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER160.00TONNES
50,51,08ARJ0005337,Rajasthan,2015-16,Jhalawar,Noble Dehydrates (Prop.: Sh. Ramesh Chand Singhal),"Village-Methoon, Tehsil-Aklera, District-Jhalawar (Rajasthan)",13.83,2.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN12.00TONNES
51,52,08ARJ0CS000070,Rajasthan,2015-16,Jaipur,Nakoda Mahavir Agro Infra Pvt. Ltd,"Village - Madhorajpura, Taluka - Phagi, Dist - Jaipur (Rajasthan)",1965.0,640.0,NHB,Completed,COLD / CA STORAGECA STORAGE205000.00MT
52,53,08ARJ0CS000069,Rajasthan,2015-16,Jaipur,Aravali Trade vision Private Limited,"Village- Muhana, Taluka- Sanganer, Distt.- Jaipur- 302026(Rajasthan)",600.0,120.0,NHB,Completed,COLD / CA STORAGECA STORAGE45978.76MT
53,54,08ARJ0005250,Rajasthan,2016-17,Jaipur,Vision Farms Limited,"Village-Sultanpura, Taluka-Chomu, Dist-Jaipur (Rajasthan)",157.76,24.1,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA450.00MT PER ANNUM
54,55,08ARJ0005333,Rajasthan,2016-17,Nagaur,M/S SHUBHAM AGRO INDUSTRIES (Prop.: Mr. Divyanshu Sarswat),"Plot No. H2-20, RIICO, IID Centre, Nagaur-341001 (Rajasthan)",24.44,6.8,NHB,Completed,POST HARVEST INFRASTRUCTUREPHMNA2000.00TONNES
55,56,08ARJ0CS000063,Rajasthan,2016-17,Jaipur,I.G.International Pvt. Ltd.,"Plot No. 02 Terminal Market, Village- Mahuna Mandi, Taluka- Sanganer, Dist.- Jaipur (Rajasthan)",481.91,108.53,NHB,Completed,COLD / CA STORAGECA STORAGE61506.00MT
56,57,08ARJ0005253,Rajasthan,2016-17,Jaipur,I.G.International Pvt. Ltd.,"Plot No. 2, Terminal Fruit Market, Village- Mahuna Mandi, Taluka- Sanghaner Road, Dist.- Jaipur (Rajasthan)",119.95,38.4,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA140.00TONNES
57,58,08ARJ0CS000064,Rajasthan,2017-18,Bikaner,NOKHA WARE HOUSE,"VILLAGE- BIKASAR, TALUKA- NOKHA DIST.- BIKANER (RAJASTHAN)",445.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46000.00MT
58,59,08ARJ0CS000071,Rajasthan,2018-19,Jodhpur,Annapurna Cold Storage and Ware House,"Krishi Upaj Mandi, Taluka- Phalodi, Distt.- Jodhpur (Rajasthan)",72.11,17.73,NHB,Completed,COLD / CA STORAGECOLD STORAGE2800.00MT
59,60,08ARJ0005931,Rajasthan,2018-19,Ganganagar,Sidharth Industries,"Plot No-E-174, Udyog Vihar-RIICO, Dist-Sri Ganganagar (Rajasthan)",76.0,16.27,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA5400.00MT PER ANNUM
60,61,08ARJ0CS000074,Rajasthan,2018-19,Jaipur,Sri Balaji Fresh Product,"Terminal Market, Muhana Mandi, Distt.- Jaipur (Rajasthan)",294.57,78.12,NHB,Completed,COLD / CA STORAGECOLD STORAGE33440.00MT
61,62,08ARJ0CS000081,Rajasthan,2018-19,Ajmer,Subhlaxmi Cold Storage & Ice Factory Pvt. Ltd.,"C-01, Krishi Upaj Mandi Samiti, Distt.- Ajmer (Rajasthan)",579.27,149.54,NHB,Completed,COLD / CA STORAGECOLD STORAGE45622.00MT
62,63,08ARJ0CS000067,Rajasthan,2018-19,Jaipur,Satnam Sakshi Cold Storage Private Limited.,"Plot No. 1, Terminal Market. Muhana Mandi, Jaipur (Rajasthan)",783.43,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE86000.00MT
63,64,08ARJ0CS000080,Rajasthan,2018-19,Bikaner,Jain Cold Store,"Village-Charkara, Taluka-Nokha, Dist-Bikaner (Rajasthan)",587.95,134.27,NHB,Completed,COLD / CA STORAGECOLD STORAGE45249.00MT
64,65,08ARJ0CS000085,Rajasthan,2018-19,Dhaulpur,Saipau Cold Storage,"Village-Saipau, Dholpur Road, Dist-Dholpur (Rajasthan)",495.0,161.17,NHB,Completed,COLD / CA STORAGECOLD STORAGE36334.98MT
65,66,08ARJ0CS000075,Rajasthan,2018-19,Sikar,Hari Agro Industries,"Krishi Upaj Mandi Samiti Yard, Taluka- Shri Madhopur, Distt.- Sikar (Rajasthan)",192.93,22.69,NHB,Completed,COLD / CA STORAGECOLD STORAGE41450.00MT
66,67,08ARJ0CS000082,Rajasthan,2019-20,Nagaur,Shri Mahesh Cold Storage,"Village- Tausar, Taluka- Nagaur, Distt.- Nagaur (Rajasthan)",527.77,154.28,NHB,Completed,COLD / CA STORAGECOLD STORAGE45800.00MT
67,68,08ARJ0CS000086,Rajasthan,2020-21,Sikar,Mount Maltbru Limited,"Khatushyamji Industrial Area, RIICO, Reengus, Distt.- Seekar (Rajasthan)",2197.82,236.78,NHB,Completed,COLD / CA STORAGECOLD STORAGE169992.00MT
68,69,08ARJ0CS000087,Rajasthan,2020-21,Dhaulpur,Maa Rehnawali Sheetgrah LLP,"Village- Mauza Pipahera, Taluka- Basai Nawab, Distt.- Dholpur (Rajasthan)",499.05,149.38,NHB,Completed,COLD / CA STORAGECOLD STORAGE35627.00MT
69,70,08ARJ0CS000088,Rajasthan,2020-21,Dhaulpur,Shiva Cold Storage,"Village- Nadanpur Mod, Taluka- Baseri, Distt.- Dholpur (Rajasthan)",494.0,144.27,NHB,Completed,COLD / CA STORAGECOLD STORAGE36740.75MT
